# Hasimoto simple-cubic correction, a=1.0, L=5
# Q(L) = 1 - 2.8373*(a/L) + (4*pi/3)*(a/L)**3 = 0.46605032
# columns 1-6 (x,y,z,Ux,Uy,Uz) divided by Q(L); t and W unchanged
# t  x  y  z  Ux  Uy  Uz  Wx  Wy  Wz
 4.35000000E-01  1.87975157E-01 -1.88224221E-05 -5.11541818E-05 -2.25961870E-03 -1.60243827E-05 -1.40694627E-05 -4.01371079E-08  4.04055492E-07 -9.90597437E-08
 4.40000000E-01  1.87964703E-01 -1.89005972E-05 -5.12225509E-05 -1.96568488E-03 -1.52718066E-05 -1.33089420E-05 -3.68077330E-08  3.73405102E-07 -9.10172242E-08
 4.45000000E-01  1.87955610E-01 -1.89750748E-05 -5.12871943E-05 -1.71002705E-03 -1.45458251E-05 -1.25796178E-05 -3.37338243E-08  3.44755031E-07 -8.36376981E-08
 4.50000000E-01  1.87947699E-01 -1.90459890E-05 -5.13482690E-05 -1.48765770E-03 -1.38466191E-05 -1.18815147E-05 -3.09015249E-08  3.18034618E-07 -7.68648949E-08
 4.55000000E-01  1.87940816E-01 -1.91134741E-05 -5.14059313E-05 -1.29423950E-03 -1.31741443E-05 -1.12144028E-05 -2.82964703E-08  2.93163625E-07 -7.06475788E-08
 4.60000000E-01  1.87934829E-01 -1.91776636E-05 -5.14603355E-05 -1.12600050E-03 -1.25281745E-05 -1.05778467E-05 -2.59041461E-08  2.70055385E-07 -6.49390565E-08
 4.65000000E-01  1.87929619E-01 -1.92386895E-05 -5.15116334E-05 -9.79660407E-04 -1.19083377E-05 -9.97124631E-06 -2.37101554E-08  2.48619344E-07 -5.96967361E-08
 4.70000000E-01  1.87925087E-01 -1.92966816E-05 -5.15599730E-05 -8.52366484E-04 -1.13141462E-05 -9.39387241E-06 -2.17004216E-08  2.28763107E-07 -5.48817389E-08
 4.75000000E-01  1.87921143E-01 -1.93517669E-05 -5.16054990E-05 -7.41637797E-04 -1.07450214E-05 -8.84489627E-06 -1.98613363E-08  2.10394041E-07 -5.04585555E-08
 4.80000000E-01  1.87917712E-01 -1.94040692E-05 -5.16483510E-05 -6.45316757E-04 -1.02003149E-05 -8.32341490E-06 -1.81798556E-08  1.93420545E-07 -4.63947326E-08
 4.85000000E-01  1.87914726E-01 -1.94537090E-05 -5.16886645E-05 -5.61526938E-04 -9.67932461E-06 -7.82847195E-06 -1.66435870E-08  1.77753068E-07 -4.26606005E-08
 4.90000000E-01  1.87912128E-01 -1.95008031E-05 -5.17265694E-05 -4.88636449E-04 -9.18130927E-06 -7.35907579E-06 -1.52408393E-08  1.63304784E-07 -3.92290094E-08
 4.95000000E-01  1.87909867E-01 -1.95454647E-05 -5.17621913E-05 -4.25226036E-04 -8.70549965E-06 -6.91421490E-06 -1.39606400E-08  1.49992140E-07 -3.60751080E-08
 5.00000000E-01  1.87907899E-01 -1.95878026E-05 -5.17956503E-05 -3.70061377E-04 -8.25110805E-06 -6.49287105E-06 -1.27927214E-08  1.37735170E-07 -3.31761318E-08
